,title,descriptions
NCT02343939-4,Group B Phase 1b ENTO 400 mg + Decitabine,Description: Participants received ENTO 400 mg tablet orally every 12 hours on Days 1-14 (Cycle 0) (during monotherapy lead-in) followed by ENTO 400 mg tablet orally every 12 hours in combination with decitabine 20 mg/m^2 intravenously on Days 1-10 of every 28-day cycle for 2 cycles (or up to 4 cycles for participants with persistent disease after Cycle 2 Day 28) (induction chemotherapy). Participants who achieved a CR/CRi received SCT (if eligible) per investigator's discretion; other participants were offered maintenance therapy with ENTO every 12 hours on Days 1-28 in combination with decitabine on Days 1-5 of every 28-day cycle for at least 2 cycles (maximum up to 12 cycles). Participants who were intolerant to decitabine were offered maintenance therapy with ENTO 400 mg as monotherapy after completing 2 maintenance cycles.
NCT02343939-5,Group B Phase 2 ENTO 400 mg + Azacitidine (Safety Run-In),Description: As part of the safety run-in participants received ENTO 400 mg tablet orally every 12 hours on Days 1-14 (Cycle 0) (during monotherapy lead-in) followed by ENTO 400 mg tablet orally every 12 hours in combination with azacitidine 75 mg/m^2 intravenously on Days 1-7 of a 28-day cycle (Cycle 1). Participants who were not eligible for SCT were offered maintenance therapy with ENTO every 12 hours on Days 1-28 in combination with azacitidine on Days 1-7 of every 28-day cycle for at least 2 cycles (maximum up to 12 cycles). Participants who were intolerant to azacitidine were offered maintenance therapy with ENTO 400 mg as monotherapy after completing 2 maintenance cycles.
NCT02343939-6,Group B Phase 2 ENTO 400 mg + Decitabine (Randomized),Description: Participants were randomized to receive ENTO 400 mg tablet orally every 12 hours on Days 1-5 (Cycle 0) (during monotherapy lead-in) followed by ENTO 400 mg tablet orally every 12 hours in combination with decitabine 20 mg/m^2 intravenously on Days 1-10 of every 28-day cycle for 2 cycles (or up to 4 cycles for participants with persistent disease after Cycle 2 Day 28). Participants who were not eligible for SCT were offered maintenance therapy with ENTO every 12 hours on Days 1-28 in combination with decitabine on Days 1-5 of every 28-day cycle for at least 2 cycles (maximum up to 12 cycles). Participants who were intolerant to decitabine were offered maintenance therapy with ENTO 400 mg as monotherapy after completing 2 maintenance cycles.
NCT02343939-7,Group B Phase 2 ENTO 400 mg + Azacitidine (Randomized),Description: Participants were randomized to receive ENTO 400 mg tablet orally every 12 hours on Days 1-5 (Cycle 0) (during monotherapy lead-in) followed by ENTO 400 mg tablet orally every 12 hours in combination with azacitidine 75 mg/m^2 intravenously on Days 1-7 of every 28-day cycle for 2 cycles (or up to 4 cycles for participants with persistent disease after Cycle 2 Day 28). Participants who were not eligible for SCT were offered maintenance therapy with ENTO every 12 hours on Days 1-28 in combination with azacitidine on Days 1-7 of every 28-day cycle for at least 2 cycles (maximum up to 12 cycles). Participants who were intolerant to azacitidine were offered maintenance therapy with ENTO 400 mg as monotherapy after completing 2 maintenance cycles.
NCT02343939-8,Group C Phase 1b/2 ENTO 400 mg,Description: Participants received ENTO 400 mg tablet orally every 12 hours on Days 1-28 of every 28-day cycle until treatment failure start of new therapy unacceptable toxicity withdrawal of consent withdrawal from study by investigator or study termination by sponsor.
NCT02343939-9,Group C Phase 1b ENTO 800 mg,Description: Participants received ENTO 800 mg tablet orally every 12 hours on Days 1-28 of every 28-day cycle until treatment failure start of new therapy unacceptable toxicity withdrawal of consent withdrawal from study by investigator or study termination by sponsor.
NCT02351037,Study of Ibrutinib in Subjects With Acute Myeloid Leukemia,
NCT02351037-1,Ibrutinib Monotherapy Cohort,Description: Up to 33 response evaluable subjects will receive ibrutinib 560 mg once daily on a continuous basis.  Ibrutinib: Subjects will receive ibrutinib 560 mg once daily on a continuing basis.
NCT02351037-2,Ibrutinib + LD-AraC Combination Cohort,Description: Up to 25-28 additional response evaluable subjects (for a total of 34 subjects) will receive ibrutinib 560 mg once daily on a continuous basis starting 2 days prior to first cytarabine dose (20 mg BID sc) for 10 days of a 28-day cycle.  Ibrutinib + LD-AraC: Subjects will receive ibrutinib 560 mg once daily on a continuous basis starting 2 days prior to first cytarabine dose (20 mg BID sc) for 10 days of a 28-day cycle.
NCT02351037-3,Ibrutinib+Azacitidine Combination Cohort,Description: Up to 34 response evaluable subjects will receive ibrutinib 560 mg once daily on a continuous basis starting 1 day prior to first azacitidine dose + azacitidine 75mg/m2 IV once daily Days 1-7 of a 28-day cycle (with an option to increase to 100mg/m2 after 2 cycles).  Ibrutinib+Azacitidine: Subjects will receive ibrutinib 560 mg once daily on a continuous basis starting 1 day prior to first azacitidine dose + azacitidine 75 mg/m2 IV once daily on Days 1-7 of a 28-day cycle (with an option to increase to 100 mg/m2 after 2 cycles).
NCT02416908,Study of CLAG + Selinexor in Relapsed or Refractory Acute Myeloid Leukemia,
NCT02416908-1,Phase I Schedule A (Selinexor),Description: Selinexor will be dosed on Days 1 5 10 and 12 of the 28-day cycle. All doses will be 60 mg each PO.  Single agent selinexor maintenance may be given at 60 mg on Days 1 8 15 and 22 (4 doses per 28 day cycle).  Cladribine will be given 5 mg/m^2/day IV once daily on Days 4-8.  G-CSF will be given 300 mcg SC once daily on Days 3-8.  Cytarabine will be given 2000 mg/m^2/day IV once daily on Days 4-8.  Bone marrow biopsy will be performed at baseline Day 3 at time of hematopoietic recovery and as clinically indicated to assess treatment response.
NCT02416908-2,Phase I Schedule B (Selinexor),Description: Selinexor will be dosed on Days 1 5 10 12 17 and 19 of the 28-day cycle. All doses will be 60 mg each PO.  Single agent selinexor maintenance may be given at 60 mg on Days 1 8 15 and 22 (4 doses per 28 day cycle).  Cladribine will be given 5 mg/m^2/day IV once daily on Days 4-8.  G-CSF will be given 300 mcg SC once daily on Days 3-8.  Cytarabine will be given 2000 mg/m^2/day IV once daily on Days 4-8.  Bone marrow biopsy will be performed at baseline Day 3 at time of hematopoietic recovery and as clinically indicated to assess treatment response.
NCT02416908-3,Phase II (Selinexor),Description: Selinexor will be given at the schedule as determined in Phase 1.  Single agent selinexor maintenance may be given at 60 mg on Days 1 8 15 and 22 (4 doses per 28 day cycle).  Cladribine will be given 5 mg/m^2/day IV once daily on Days 4-8.  G-CSF will be given 300 mcg SC once daily on Days 3-8.  Cytarabine will be given 2000 mg/m^2/day IV once daily on Days 4-8.  Bone marrow biopsy will be performed at baseline Day 3 at time of hematopoietic recovery and as clinically indicated to assess treatment response.
NCT02416908-4,Selinexor Maintenance Phase (Optional),Description: Available for patients who have achieved a CR or CRi based on post-treatment bone marrow assessment at the time of hematopoietic recovery and are either (1) transplant ineligible or (2) do not have a stem cell transplant donor available  60 mg selinexor on Days 1 8 15 and 22 of a 28-day cycle
D010494,constrictive pericarditis,
NCT02421939,A Study of ASP2215 Versus Salvage Chemotherapy in Patients With Relapsed or Refractory Acute Myeloid Leukemia (AML) With FMS-like Tyrosine Kinase (FLT3) Mutation,
NCT02421939-1,Gilteritinib,Description: Participants received 120 mg dose (3 tablets of 40 mg) orally once a day in continuous 28-day cycles at least 2 hours after or 1 hour before food. Gilteritinib treatment continued until participants met one of the treatment discontinuation criteria.
NCT02421939-2,Salvage Chemotherapy,Description: Participants received chemotherapy in 28-day cycles. Participants on Low-Dose Cytarabine (LoDAC) received 20 mg of cytarabine twice daily by subcutaneous (SC) or intravenous (IV) injection for 10 days. Participants on azacitidine received 75 mg/m^2 daily by SC or IV injection for 7 days. Participants on LoDAC or azacitidine treatment continued until they met discontinuation criteria. Participants on MEC chemotherapy received mitoxantrone 8 mg/m^2 daily by IV for 5 days etoposide 100 mg/m^2 daily by IV for 5 days and cytarabine 1000 mg/m^2 daily by IV for 5 days (days 1-5). Participants on FLAG-IDA chemotherapy received G-CSF 300 μg/m^2 daily by SC/IV for 5 days (days 1-5) fludarabine 30 mg/m^2 daily by IV for 5 days (days 2-6) cytarabine 2000 mg/m^2 daily by IV for 5 days (days 2-6) and idarubicin 10 mg/m^2 daily by IV for 3 days (days 2-4). Participants receiving MEC or FLAG-IDA received 1 cycle of therapy and were assessed for response on or after day 15.
D000069236,pericardial fluid,
D006222,hamartoma,
D009092,mucosal tissue,
D004854,epstein-barr virus,
D015818,eye infections bacterial,
10062156,scrotal infection,
D000196,actinomycosis,
D006262,normality,
D003483,cutis laxa,
D000026,miscarriage recurrent,
D008478,pneumomediastinum,
NCT02485353,Study of Vosaroxin and Cytarabine for the Treatment of Adults 60 Years of Age or Older With Previously Untreated AML,
NCT02485353-1,Vosaroxin and Cytarabine,Description: Each cycle will include vosaroxin treatment on days 1 and 4 (total of 2 days) and cytarabine treatment on days 1-5 (total of 5 days) followed by a variable interval required to achieve hematologic recovery defined as absolute neutrophil count (ANC) > 1000 cells/L
NCT02535806,Four Drug Reinduction With Bortezomib for Relapsed or Refractory ALL or LL in Children and Young Adults,
NCT02535806-1,Treatment Arm,Description: Velcade will be given IV push on days 148 and 11 at a dose of 1.3 mg/m2/dose. At least 72 hours must have relapsed between doses.  IT Methotrexate (CNS Negative patients only) on days 1 and 8; age based dosing IT Methotrexate/Hydrocortisone/AraC (CNS positive patients only) on days 1 8 15 and 22; age based dosing.  Dexamethasone: Days 1-5 and 15-19; 10mg/m2/dose PO BID. Mitoxantrone: Days 1 and 2; 10mg/m2/dose Vincristine: days 1 8 15 and 22 at 1.5 mg/m2 (Maximum dose 2 mg) PEG-asparaginase: Days 3 and 17 2500 IU/m2/dose  Velcade: 4 doses of study drug will be given.  Methotrexate: Intrathecal dose For CNS negative patients Day 1 and Day 8  Methotrexate / Hydrocortisone / Cytarabine: Intrathecal dose for CNS positive patients Day 1 8 15 22  Dexamethasone: Days 1-5 and 15-19  Mitoxantrone: Days 1 and 2  Vincristine: Days 1 8 15 22  Pegaspargase: Days 3 and 17
NCT02560025,Phase II Trial of Alisertib With Induction Chemotherapy in High-risk AML,
NCT02560025-1,Alisertib / MLN8237,Description: Participants will initially receive 7+3 induction chemotherapy consisting of cytarabine and concurrent idarubicin (or daunorubicin if appropriate). Oral alisertib at 30mg twice daily will begin on day 8 and will continue for 7 days. During induction patients with residual disease at day 14 may have re-induction with "5+2" chemotherapy but will not receive additional dosing of alisertib at that time. Following count recovery after induction if patients proceed to consolidative cycles of therapy with cytarabine they will receive alisertib at day 6 following conclusion of cytarabine administration. Upon count recovery following consolidation alisertib will be resumed for 7 days followed by 14 days off and will be continued as 21-day cycles of maintenance for up to 12 cycles.
NCT02642965,Liposome-encapsulated Daunorubicin-Cytarabine  Fludarabine Phosphate  Cytarabine  and Filgrastim in Treating Younger Patients With Relapsed or Refractory Acute Myeloid Leukemia,
NCT02642965-1,Treatment (CPX-351 and FLAG),Description: COURSE 1: Patients receive cytarabine IT on day 0 and at day 28-30 or up to 7 days prior to day 1 of course 2 and liposome-encapsulated daunorubicin-cytarabine IV over 90 minutes on days 1 3 and 5. Patients with CNS1 receive no further CNS-directed therapy in course 1. Patients with CNS2 disease may receive additional 4-6 doses of cytarabine IT twice weekly starting 48 hours after the third dose of liposome-encapsulated daunorubicin-cytarabine until CNS is clear at the discretion of the investigator. Patients meeting criteria for CR CRp and CRi may proceed to course 2.  COURSE 2: Patients receive filgrastim on days 1-5 and then on day 15 until blood count recovery and fludarabine phosphate IV over 30 minutes and high-dose cytarabine IV over 1-3 hours QD on days 1-5.
10038604,reproductive system and breast disorders - other specify,
NCT02658487,Vosaroxin and Infusional Cytarabine in Treating Patients With Untreated Acute Myeloid Leukemia,
NCT02658487-1,Treatment (Vosaroxin Cytarabine) Induction 1,Description: Patients receive vosaroxin IV on days 1 and 4 and cytarabine IV continuously on days 1-7 (Induction I).  Cytarabine: Given IV  Vosaroxin: Given IV
NCT02658487-2,Induction 2,Description: Patients with residual leukemia and for whom a second course is indicated in the judgment of the investigator may undergo a second course of treatment (Induction II) 14-57 days after day 1 of Induction I.
D016469,fungemia,
NCT02666950,WEE1 Inhibitor AZD1775 With or Without Cytarabine in Treating Patients With Advanced Acute Myeloid Leukemia or Myelodysplastic Syndrome,
NCT02666950-1,Arm A + Arm C (AZD1775 Combined With AraC OR AZD1775 Only),Description: Patients receive 20 mg cytarabine (AraC) SC twice daily and 200 mg WEE1 inhibitor (AZD1775) PO daily on days 1-5 and days 8-12 OR receive only 200 mg WEE inhibitor (AZD1775) PO daily on days 1-5 8-12 15-19 and 22-26.
NCT02788201,Genomic Based Assignment of Therapy in Advanced Urothelial Carcinoma,
NCT02921061,Decitabine With GCLAM for Adults With Newly Diagnosed  Relapsed  or Refractory AML or High-Risk MDS,
NCT02921061-1,Treatment (Decitabine 20 mg/m2 and G-CLAM),Description: Patients receive induction therapy comprising decitabine IV over 1 hour (20 mg/m2) on days 1-10 and G-CLAM (filgrastim SC on days 0-5 cladribine IV over 2 hours on days 1-5 cytarabine IV over 2-4 hours on days 1-5 and mitoxantrone IV over 60 minutes on days 1-3).  Patients who do not achieve MRDneg CR after first induction are eligible for re-induction with G-CLAM.  Beginning 6 weeks after achieving MRDneg CR or CR/CR with CRi after induction and/or re-induction patients are eligible to receive consolidation therapy comprising GLCA (filgrastim cladribine cytarabine) for up to 4 cycles. Subsequent consolidation cycles would be given after recovery from the previous cycle (roughly 4-6 weeks).
